name	team_name
Blobstore - (prod) storagenode Scummingbird	Runtime Systems
Profilebird (Staging)	Platform Services
Profilebird (Canary)	Platform Services
Daemon Mesos Operational Monitoring	Platform Services
TFlock Data Volume	DBA
Flock Data Volume	DBA
Groups Data Volume	DBA
Darkwing Data Volume	DBA
TBird Data Volume	DBA
DMbird Data Volume	DBA
Hummingbird2::Collection drilldown	Runtime Systems
Chickadee Webserver Stats	Runtime Systems
New Dashboard	Infrastructure Production Services
zookeeper role:storm.zookeeper.devel	Streaming Compute
Jubjub v2 SMF1 Prod	Timelines Quality
Jubjub v2 SMF1 Staging	Timelines Quality
Twitterweb Compare (smf1-amy-38-sr1)	Platform Services
David	Platform Services
-j	Platform Services
Transaction/Thrift Ratios	Hardware Eng & Demand Svcs
Geoduck Locationservice Canary	Platform Services
Twitterweb Memory Usage	Platform Services
API v1 Blackout Test	Platform Services
UserImageService (Prod)	Platform Services
UserImageService (Staging)	Platform Services
UserImageService (Canary)	Platform Services
Observe::Hummingbird::prod::mesos-services	Runtime Systems
Ads Index Server	Revenue Eng & Product
AdReview LoadTest	Revenue Eng & Product
New Dashboard	Manhattan/Cassandra
Ads Realtime Text Targeting - Storm Topology	Revenue Eng & Product
Ibis Client Dynamic Dashboard	Platform Services
exxtra-prod1	Content Discovery
exxtra-prod2	Content Discovery
Ad Review [Production]	Revenue Eng + Product
Twitterweb Compare (smf1-ayf-37-sr4)	Platform Services
Ibis Main Dynamic Dashboard	Platform Services
Twitterweb Compare (smf1-ajx-28-sr1)	Platform Services
New Dashboard	Runtime Systems
TweetyPie Metrics	Runtime Systems
Ibis Executor Dynamic Dashboard	Platform Services
Ken benchmark	Revenue Eng & Product
Observe::Hummingbird::prod::aurora	Runtime Systems
Fanoutservice Staging	Platform Services
Macaw-Swift (Preflight)	Platform Services
derrrrrrrrrp	Observability Product
SUL Service (Production - SMF1)	Eng - international
New Dashboard	Revenue Eng & Product
Counting Features on Summingbird (Read Side)	Revenue Eng & Product
Manhattan Cygnus Watch	Manhattan/Cassandra
Woodstar Endpoints (Pre-Production)	Platform Services
New Kafka-Server-Stats(mesos hybrid)	Streaming Compute
Macaw-International (Test - SMF1)	Eng - international
Macaw-International (Devel - SMF1)	Eng - international
Kujaku (Test - SMF1)	Eng - international
Kujaku (Devel - SMF1)	Eng - international
Display Location Counts	Revenue Eng & Product
Rainbird Aggregator Canary (Mesos)	Platform Services
sre-sla	SRE
Tflock efficiency metrics	Data Infrastructure
Malware	Anti-Spam
New Dashboard	Revenue Eng & Product
New Dashboard	Revenue Eng & Product
New Dashboard	Revenue Eng & Product
Scoop (Staging)	Platform Services
Budgie Mesos	Platform Services
Rainbird Query Service (Staging)	Platform Services
Fanoutservice Canary	Platform Services
RTS	SRE
Ibis Cachewarmer	Platform Services
OAuth CSRFs	PS - Product Security
Things that jump™	DBA
ads.adshard FSDatasets Usage Metrics (FSManhattan)	Revenue Eng & Product
New Dashboard	Revenue Eng & Product
Annest	Analytics Infrastructure
api.twitter.com-atla	SRE
Counting Features Breakdown by Adshard	Revenue Eng & Product
exxtra-live-yhuang	Content Discovery
Counting Features Manhattan Info	Revenue Eng & Product
Macaw Testbed	API Core
Opera Mini Contact Import	Web
Ads FSDatasets %	Revenue Eng & Product
TweetDeck Tracker	Mobile
Service client success rates	SRE
Bookkeeper Server	Data Services
Temp Bookkeeper Server	Messaging Team
Temp Bookkeeper Server	Data Services
Hosebird Staging (smf1, partitioned)	Platform Services
mysql memory	DBA
Rainbird Query Service (Mesos)	Platform Services
Rainbird Query Service (Canary)	Platform Services
Storm::smf1-afk-19-sr4-system-stats	Streaming Compute
Ad Review [Staging]	Ads
System Stats	Platform Services
lol temporary dashboard	SRE
Observe::Nectar	Runtime Systems
New Dashboard	Runtime Systems
Direct Messages In Woodstar	Platform Services
SocialGraph Staging (New)	Platform Services
order test	Runtime Systems
NewCanary	SRE
Platform Engineering Health	SRE
exxtra-live-events	Content Discovery
Hatchery	User Services - Engineering
New Dashboard	Manhattan/Cassandra
Autogen: SOA-soroban-47-1357887494 system stats	Streaming Compute
Self-unsuspension service	Anti-Spam
Autogen: Rosette.kafka.stats	Streaming Compute
New Dashboard	Eng - Activation & Messaging
Promptbird Mesos	Eng - Activation & Messaging
Cassandra - cassandra.prod.prov-m	Manhattan/Cassandra
Cassandra - cassandra.staging.blobstore	Manhattan/Cassandra
Manhattan - manhattan.prod.prov-md dataset	Manhattan/Cassandra
Manhattan - manhattan.prod.prov-md appid	Manhattan/Cassandra
New Dashboard	Mobile
Mobile Web Spam	Mobile
Observability::Template TFE Traffic	Runtime Systems
AUTOGEN : New Kafka Cluster (Mesos Hybrid)	Data Infrastructure
Counting Features on Summingbird (Load Test)	Revenue Eng & Product
Manhattan - manhattan.prod.zac dataset	Manhattan/Cassandra
Manhattan - manhattan.prod.zac appid	Manhattan/Cassandra
System Wide Exception Class Rates	Runtime Systems
platform-health-summary2	SRE
top-stories-server	Discovery
Cassandra - cassandra.prod.fe	Manhattan/Cassandra
Observe::Twitterweb::Errors	Runtime Systems
api.twitter.com-smf1	SRE
Shorten Urls Script	Platform Services
New Dashboard	Networking Eng
poolparty	TCC
poolparty2	TCC
Twitterweb Compare (smf1-anb-26-sr1)	Platform Services
New Dashboard	Revenue Eng & Product
codemetrics	web
xZone Demo	Runtime Systems
darkwing reservation	Data Services
exxtra-live-yhuang2	Content Discovery
New Dashboard	Platform Services
Zookeeper Ensemble role:szookeeper	SRE
Zookeeper Ensemble role:szookeeper	SRE
Zookeeper Ensemble role:szookeeper	SRE
sla-dashboard-home-timeline-post	SRE
timelineservice staging	Platform Services
Tflock: V2 rollout	Data Services
Flock Canary Comparison	data-services-eng
Bookkeeper Server - Temp Cluster	Data Services
PromptBird Prompt Alerts	virality
sla-dashboard-test-2	SRE
2FA	PS - Product Security
New Dashboard	Core Services
Ads Load Tester: Parrot	Revenue Eng & Product
New Dashboard	Manhattan/Cassandra
Flock Top Down	Data Services
SMS Pingers Dependancies 	Platform Infrastructure
sla-dashboard-media-timeline	SRE
sla-dashboard-home-timeline	SRE
sla-dashboard-search	SRE
New Dashboard	Web
timelineservice-cpu-performance-test	platform
timelineservice-cpu-performance-test	platform
Macaw-Swift migration status	Technical Program Management
Macaw-Swift (LoadTest 1)	Hardware Eng & Demand Svcs
Macaw-Swift (LoadTest 2)	Hardware Eng & Demand Svcs
Observe::Observe-daily::Prod	Runtime Systems
timelineservice corvis	Platform Services
Talon Failover Metrics	SRE
Expert Search Rooster	Search
macaw-conversation-failover	SRE
Observe::Viz::Staging Test	Observability Product
Tweetbutton	Platform Services
New Dashboard	Platform Infrastructure
Talon failover	SRE
Passbird Compare	Platform Services
Observe::Viz::Staging::User	Observability Product
Titanis (Mobile Crash and Error Reporting)	Platform Services
exxtra-mike-1	Content Discovery
observe-hdfs-verification	Runtime Systems
observe-hdfs-verification	Runtime Systems
Glassbird	glassbird-team
Twitterweb Compare (smf1-aoa-14-sr1)	Platform Services
exxtra-live-bano	Content Discovery
xZone TCC Dashboard	TCC
New Dashboard	Platform Services
New Dashboard	Platform Services
New Dashboard	Eng - Activation & Messaging
Observe::Viz::Staging::User	Observability Product
fragment_multipass memcached in the monorail	Platform Services
object_multipass memcached in the monorail	Platform Services
status_multipass memcached in the monorail	Platform Services
mobile web failover	SRE
Manhattan - manhattan.prod.limiters	Manhattan/Cassandra
Manhattan - manhattan.prod.limiters dataset	Manhattan/Cassandra
Manhattan - manhattan.prod.limiters appid	Manhattan/Cassandra
audubon.role.misc.cache5.smf1	Runtime Systems
sla-dashboard-user-timeline-get	SRE
sla-dashboard-user-timeline-post	SRE
sla-dashboard-media-timeline-get	SRE
sla-dashboard-media-timeline-post	SRE
sla-dashboard-home-timeline-get	SRE
TFlock Canary Comparison	data-services-eng
CIS Production	Manageability Services
Interference Test	Runtime Systems
Storm-dev-cluster-system-stats	Streaming Compute
Kujaku (Canary - SMF1)	Eng - international
Macaw-International (Canary - SMF1)	Eng - international
SUL Service (Production Viz Test - SMF1)	Eng - international
SUL Service (Canary - SMF1)	Eng - international
SUL Service (Staging - SMF1)	Eng - international
SUL Service (Devel - SMF1)	Eng - international
Adshard loadtest	Revenue Eng & Product
Twitterweb Compare (smf1-amr-25-sr1)	Platform Services
Geoduck ReverseGeocoder Production	Platform Services
Geoduck ReverseGeocoder Staging	Platform Services
New Dashboard	Platform Services
A+M backfill	Platform Services
zookeeper ensemble role:sdzookeeper	SRE
Adshard loadtest: 2 replicas	Revenue Eng & Product
Observability Metrics	Observability Product
New Dashboard	Platform Services
micheal test dashboard	Runtime Systems
New Dashboard	Runtime Systems
Passbird Load Test	Platform Services
Twitter over Email Dashboard	Eng - Activation & Messaging
dba mysql tables	DBA
Observe::Viz::Front-End	Runtime Systems
Profile Banner Media Pipeline (Prod)	Platform Services
dba mysql sort	DBA
exxtra-tgeorgiou	Content Discovery
New Dashboard  1370291869	Platform Services
exxtra-mike2	Content Discovery
Adshard: Ratio to Production	Revenue Eng & Product
Geoduck ReverseGeocoder Canary	Platform Services
zookeeper ensemble role:zk-observability	SRE
webmetrics-demo	SRE
rc-Revenue Impact	TCC
Macaw Swift Search	Web
exxtra-jtrobec	Content Discovery
exxtra-mike1	Content Discovery
webmetrics	SRE
Talon Production	Core Svcs - T.co
New Dashboard  1370631159	Personalization and Recommender Systems
traffic	SRE
hosebird-usersite-partition	Platform Services
Backups - Network - Overview	Accounting
New Dashboard  1370648275	Manhattan/Cassandra
New Dashboard  1370649570	Manhattan/Cassandra
Rufous Canary	Platform services
Frigate Notifier	Personalization + Rec Systems
Manhattan - manhattan.prod.zac-counters	Manhattan/Cassandra
Manhattan - manhattan.prod.zac-counters dataset	Manhattan/Cassandra
Manhattan - manhattan.prod.zac-counters appid	Manhattan/Cassandra
exxtra-xiaolei-label0	Content Discovery
exxtra-xiaolei-label1	Content Discovery
Ads Counting features	Revenue Eng & Product
SMF1 TweetyPie Loadtest	Platform Services
SMF1 TweetyPie Loadtest Backend	Platform Services
SMF1 TweetyPie Loadtest Write	Platform Services
SMF1 TweetyPie Loadtest GC	Platform Services
SMF1 TweetyPie Loadtest Clients	Platform Services
SMF1 TweetyPie Loadtest Traffic Profile	Platform Services
SMF1 TweetyPie Loadtest Replication	Platform Services
Arbor Demo	SRE
Cassandra - cassandra.prod.cuckoo-hourly2	Manhattan/Cassandra
ClusterDuck Service Staging 0	Content Discovery
ClusterDuck Service Staging 3	Content Discovery
experimental latency graph	SRE
Manhattan - manhattan.prod.zac-counters counter	Manhattan/Cassandra
Mobile App Tracking Dashboard 	Revenue Eng + Product
dctools smf1 test bench	DC Services
New Dashboard  1371092991	Web
New Dashboard  1371146348	IT
hermit (Production)	cassowary
hermit (Staging)	cassowary
hermit (Viz Test)	cassowary
storm devel zookeeper ensemble	SRE
New Dashboard  1371504837	Manhattan/Cassandra
Hadoop - COLD cluster overview	core-storage-team
New Dashboard  1371505958	Manhattan/Cassandra
New Dashboard  1371506447	Manhattan/Cassandra
Twitterweb Turbo Boost	Hardware Eng & Demand Svcs
Cold - Network - Overview	core-storage-team
New Dashboard  1371508693	Manhattan/Cassandra
mesos-container-stats	mesos
mesos-container-stats-instance	mesos
streamingpartners	SRE
Blender-test	Search
aptmetrics	SRE
sla-dashboard-test	SRE
Macaw-Cards (Viz Test)	Platform Services
Macaw-Cards (Production)	Platform Services
Macaw-Cards (Staging)	Platform Services
Greg's Peacock Uptime Graph	Revenue Eng & Product
ads-admin Uptime	Revenue Eng & Product
united_multipass memcached in the monorail	Platform Services
ATLA TFE Response Status Count	Platform Services
ATLA TFE Response Status Latency	Platform Services
ATLA TFE Response Status Size	Platform Services
ATLA TFE Twitterweb Redux	Platform Services
MySQL Overview	Manhattan/Cassandra
Cassandra - cassandra.prod.cuckoo	Manhattan/Cassandra
Snowflake	platform-svcs-team
Manhattan - cassandra.prod.manhattan-test	Manhattan/Cassandra
Manhattan - manhattan.prod.starbuck old	Manhattan/Cassandra
Observe::Alpha::Hummingbird::JVM	Runtime Systems
Manhattan - manhattan.prod.athena	Manhattan/Cassandra
Cassandra - cassandra.prod.geo	Manhattan/Cassandra
Cassandra - cassandra.prod.backtype	Manhattan/Cassandra
Cassandra - cassandra.prod.blobstore	Manhattan/Cassandra
Cassandra - cassandra.prod.cuckoo-minutely	Manhattan/Cassandra
Observe::Cuckoo::Prod::OBSERVE-1905	Runtime Systems
Cassandra - cassandra.prod.addressbook	Manhattan/Cassandra
Cassandra - cassandra.prod.sniper	Manhattan/Cassandra
Cassandra - cassandra.prod.spiderduck	Manhattan/Cassandra
Cassandra - cassandra.prod.tweetdeck	Manhattan/Cassandra
Top line	Twitter Command Center
Observability::template.jvm	Runtime Systems
Observability::template.system	Runtime Systems
mesos atla service proxy	Runtime Systems
hosebird-kestrel	Platform Services
hosebird-filtered-dm	Platform Services
TCC Internal Services	Twitter Command Center
Site Health	Twitter Command Center
Scribe by Category (ATLA DC)	SRE
Cassandra - cassandra.devel.blobstore	Manhattan/Cassandra
ATLA zookeeper cluster monitor	Operations Engineering
top-line (formerly tweet_write_path)	Twitter Command Center
Flock	data services
TBird	Data Services
Cassandra - cassandra.prod.syndication	Manhattan/Cassandra
zookeeper ensemble role:zookeeper	SRE
zookeeper ensemble role:zookeeper.devel	SRE
Blobstore - (prod) storagenode	Core Storage & Database Engineering
Blobstore - (prod) manager	Core Storage & Database Engineering
Blobstore - (prod) metadata	Core Storage & Database Engineering
Blobstore - (devel) manager	Core Storage & Database Engineering
Blobstore - (devel) metadata	Core Storage & Database Engineering
Blobstore - (devel) storagenode	Core Storage & Database Engineering
Blobstore - (devel) tfe	Core storage & Database engineering
darkwing	Data Services
Observe::Cuckoo::Prod	Runtime Systems
Observe::Colony::Prod	Runtime Systems
Observe::Hummingbird::Prod	Runtime Systems
Observe::Koalabird::Prod	Runtime Systems
mysql connections	DBA
mysql cpu	DBA
dba mysql innodb	DBA
mysql innodb logs	DBA
mysql innodb pages	DBA
mysql innodb rows	DBA
mysql network	DBA
mysql overview	DBA
mysql replication	DBA
mysql storage	DBA
mysql queries	DBA
mysql transactions	DBA
audubon.role.misc-cache3.atla	Runtime Systems
Cassandra - cassandra.prod.dev2	Manhattan/Cassandra
audubon.role.ads-memcache.atla	Runtime Systems
audubon.role.appsrvc.cache.atla	Runtime Systems
audubon.role.dedicated-ratelimit-cache.atla	Runtime Systems
audubon.role.misc-small-cache.atla	Runtime Systems
audubon.role.misc.cache4.atla	Runtime Systems
audubon.role.cache.search.atla	Runtime Systems
audubon.role.ads.cache.atla	Runtime Systems
audubon.role.limiter.cache.atla	Runtime Systems
audubon.role.misc-cache.atla	Runtime Systems
Blender	Search
Rockdove	Platform Services
Ingester Discovery - atla	Search
Passbird Production	Platform Services
Blobstore - (prod) kestrel	Core Storage & Database Engineering
TFlock	data services
Cassowary Service Main	User Discovery & Personalization
Mobile Web	Mobile
Cassowary Compute Memcached	User Discovery & Personalization
Cassowary Compute Forward	User Discovery & Personalization
Cassowary Compute Reverse	User Discovery & Personalization
Cassowary Compute Reverse	User Discovery & Personalization
Cassowary Compute Forward	User Discovery & Personalization
Cassowary DB Master	User Discovery & Personalization
Cassowary Memcached	User Discovery & Personalization
Cassowary PAc stats	User Discovery & Personalization
Cassowary PAc stats	User Discovery & Personalization
Cassowary Sarus	User Discovery & Personalization
Cassowary Sarus	User Discovery & Personalization
Cassowary Service Main	User Discovery & Personalization
Cassowary Service Main	User Discovery & Personalization
Cassowary Service Misc	User Discovery & Personalization
Cassowary Service Misc	User Discovery & Personalization
Cassowary Service	User Discovery & Personalization
Cassowary Service Total	User Discovery & Personalization
Cassowary Twemcache	User Discovery & Personalization
ATLA TweetyPie Staging	Platform Services
ATLA TweetyPie Staging Backend	Platform Services
ATLA TweetyPie Staging GC	Platform Services
ATLA TweetyPie Staging Clients	Platform Services
ATLA TweetyPie Staging Traffic Profile	Platform Services
ATLA TweetyPie Canary	Platform Services
ATLA TweetyPie Canary Backend	Platform Services
ATLA TweetyPie Canary GC	Platform Services
ATLA TweetyPie Canary Clients	Platform Services
ATLA TweetyPie Canary Traffic Profile	Platform Services
ATLA TweetyPie	Platform Services
ATLA TweetyPie Backend	Platform Services
ATLA TweetyPie GC	Platform Services
ATLA TweetyPie Clients	Platform Services
ATLA TweetyPie Traffic Profile	Platform Services
Graph Service	Runtime Systems
Static-Sites	Gazebo
Cassowary Sarus Total	User Discovery & Personalization
Puppetserver Metrics	Infrastructure Production Services
Search Updater	Search
Ads General Memcache Pool	Revenue Eng & Product
Feature Server Upload Daemon	Revenue Eng & Product
Feature Server Memcache Pool	Revenue Eng & Product
Manhattan - manhattan.prod.adama	Manhattan/Cassandra
Cassandra - cassandra.prod.dev1	Manhattan/Cassandra
Cassandra - cassandra.prod.addressbook	Manhattan/Cassandra
Cassandra - cassandra.prod.backtype	Manhattan/Cassandra
Cassandra - cassandra.prod.blobstore	Manhattan/Cassandra
Cassandra - cassandra.prod.chubbysnipe	Manhattan/Cassandra
Cassandra - cassandra.prod.cuckoo	Manhattan/Cassandra
Cassandra - cassandra.prod.cuckoo-minutely	Manhattan/Cassandra
Cassandra - cassandra.prod.dev2	Manhattan/Cassandra
Cassandra - cassandra.prod.geo	Manhattan/Cassandra
Cassandra - cassandra.prod.sniper	Manhattan/Cassandra
Cassandra - cassandra.prod.spiderduck	Manhattan/Cassandra
Cassandra - cassandra.prod.tweetdeck	Manhattan/Cassandra
Manhattan - manhattan.prod.revenue	Manhattan/Cassandra
Vertica Single Node	Analytics
aurora-atla	Aurora
ATLA TFE Support	Platform Services
Trends Service	trends
Cassandra - cassandra.prod.boomer	Manhattan/Cassandra
Trends Backend	Trends
Hadoop - RT cluster overview	Manhattan/Cassandra
Hadoop - Backups cluster overview	Manhattan/Cassandra
Penguin as a Service (Staging - ATLA)	Eng - international
Penguin as a Service (Production - ATLA)	Eng - international
Woodstar (atla)	Platform Services
Vertica Sandbox	Analytics
Vertica Cluster	Analytics
Test-Toby	Runtime Systems
Mesos (atla-prod)	Runtime Systems
ATLA TweetyPie Replication	Platform Services
j3h Test	Platform Services
hosebird-canary	Platform Services
DMBird	data services
ATLA TweetyPie Canary Replication	Platform Services
Cassandra - cassandra.prod.bigbrotherbird	Manhattan/Cassandra
Cassandra - cassandra.prod.rainbird	Manhattan/Cassandra
Cassandra - cassandra.prod.tweetdeck-new	Manhattan/Cassandra
Core App Services - ATLA	Platform Services
ATLA TweetyPie Staging Replication	Platform Services
Expert Search Shard	Search
Expert Search Broker	Search
ATLA TweetyPie Canary Write	Platform Services
ATLA TweetyPie Write	Platform Services
ATLA TweetyPie Staging Write	Platform Services
TweetyPie Frontend	Platform Services
Cassandra - cassandra.prod.imageproxy	Manhattan/Cassandra
Cassandra - cassandra.prod.imageproxy-cache	Manhattan/Cassandra
Cassandra - cassandra.prod.prov-d	Manhattan/Cassandra
Cassandra - cassandra.prod.prov-m	Manhattan/Cassandra
ATLA - Spend Server (ads.spendserver-staging)	Revenue Eng & Product
ATLA - Spend Server (ads.spendserver)	Revenue Eng & Product
Gazebo	Gazebo
New Dashboard	Revenue Eng & Product
timelineservice in the monorail	Platform Services
Hadoop - HBase EXP cluster overview	Core storage & database engineering
haplo main	Platform Services
haplo misc	Platform Services
Image Proxy Thrift	Platform Services
Image Proxy HTTP	Platform Services
haplo misc - redis	Platform Services
haplo main - redis	Platform Services
Help Center : System	User Services - Engineering
Help Center	User Services - Engineering
Observe::Zipkin::Prod	Runtime Systems
Zookeeper Ensemble role:szookeeper	SRE
TFlock Transform	DBA
Flock Transform	DBA
TBird Transform	DBA
Cassandra - cassandra.prod.tweetbutton	Manhattan/Cassandra
Observe::Observe-health::Prod	Runtime Systems
Rainbird Aggregator (Staging)	Platform Services
Scoop	Platform Services
Budgie Staging	Platform Services
ads.admixer metrics	Revenue Eng & Product
ads.adshard metrics	Revenue Eng & Product
Hummingbird::Collection drilldown	Runtime Systems
ATLA Live	TCC
New Dashboard	Runtime Systems
Human Eval in Search Targeting	Revenue Eng & Product
HEIST	Revenue Eng & Product
haplocheirus - main	Platform Services
haplocheirus - misc	Platform Services
chickadee	Runtime Systems
User Services: TweetExport	User Services - Engineering
Passbird New Memcache	Platform Services
Passbird Canary	Platform Services
Passbird Staging	Platform Services
Passbird Integration	Platform Services
download.twitter.com TFE dashboard	Platform Services
Grailbird	User Services - Engineering
Cassandra - cassandra.prod.chubbysnipe-lastlogin	Manhattan/Cassandra
Cassandra - cassandra.prod.spam	Manhattan/Cassandra
Gizmoduck User Cache	Core Services
Hadoop - STRESS cluster overview	Manhattan/Cassandra
mysql innodb flush operations	DBA
ads.config deploy canary comparision	Revenue Eng & Product
Manhattan - manhattan.test.hotdog	Manhattan/Cassandra
Test V2 - Network - Overview	Manhattan/Cassandra
alert:Cache/activity/alerts/atla	Revenue Eng & Product
Cross DC Timeline Comparison	Platform Services
PROC V2 - Network - Overview	Manhattan/Cassandra
api.twitter.com-atla	SRE
Manhattan - manhattan.prod.baltar	Manhattan/Cassandra
Rbldnsd Proudction Summary atla prod	Platform Services
Macaw-Conversation (Viz Test)	Platform Services
Macaw-Conversation (Production)	Platform Services
Macaw-Conversation (Staging)	Platform Services
Macaw-Activity (Viz Test)	Platform Services
Macaw-Activity (Production)	Platform Services
Macaw-Activity (Staging)	Platform Services
New dashboard created with API key	Runtime Systems
New Dashboard	Runtime Systems
Audubon	Configuration
Gizmoduck Lru Cache	Core Services
Universal Search Features	Search
Universal Workflow	Search
ostrichagg	Platform Services
GDCS Host Info	DC Services
haplo trouble shooting atla-aby-08-sr4	Platform Services
haplo trouble shooting atla-aci-37-sr4	Platform Services
haplo misc - redis trouble shooting	Platform Services
Manhattan - manhattan.prod.baltar appid	Manhattan/Cassandra
Manhattan - manhattan.prod.prov-m appid	Manhattan/Cassandra
Manhattan - manhattan.prod.revenue appid	Manhattan/Cassandra
Manhattan - manhattan.prod.athena dataset	Manhattan/Cassandra
Manhattan - manhattan.prod.baltar dataset	Manhattan/Cassandra
Manhattan - manhattan.prod.prov-m dataset	Manhattan/Cassandra
Manhattan - manhattan.prod.starbuck dataset	Manhattan/Cassandra
Manhattan - manhattan.test.hotdog dataset	Manhattan/Cassandra
Nighthawk DM NM Prod	Runtime Systems
Nighthawk DM NM Staging	Runtime Systems
Nighthawk API Prod	Runtime Systems
Daemon Operational Monitoring	Platform Services
Manhattan - manhattan.prod.revenue dataset	Manhattan/Cassandra
Manhattan - manhattan.prod.athena appid	Manhattan/Cassandra
Manhattan - manhattan.prod.starbuck appid	Manhattan/Cassandra
Manhattan - manhattan.test.hotdog appid	Manhattan/Cassandra
Geoduck LocationService Production	Platform Services
Geoduck LocationService Staging	Platform Services
Hummingbird Reboot	Runtime Systems
Addressbook	Eng - Growth
Topic Typeahead	Search
Manhattan - manhattan.prod.redwing	Manhattan/Cassandra
Manhattan - manhattan.test.greenbean	Manhattan/Cassandra
Manhattan - manhattan.prod.prov-d dataset	Manhattan/Cassandra
Manhattan - manhattan.prod.redwing dataset	Manhattan/Cassandra
Manhattan - manhattan.prod.spare-d dataset	Manhattan/Cassandra
Manhattan - manhattan.test.greenbean dataset	Manhattan/Cassandra
Manhattan - manhattan.prod.prov-d appid	Manhattan/Cassandra
Manhattan - manhattan.prod.redwing appid	Manhattan/Cassandra
Manhattan - manhattan.prod.spare-d appid	Manhattan/Cassandra
Manhattan - manhattan.test.greenbean appid	Manhattan/Cassandra
Search Assistance	Search
Topic Typeahead Staging	Search
Topic Typeahead Canary	Search
ads.adshard per-client metrics	Revenue Eng & Product
User Typeahead	Search
User Typeahead Canary	Search
Observe::Hummingbird::prod::mesos-services	Runtime Systems
Daemon Mesos Operational Monitoring	Platform Services
Observe::Cuckoo-scribe::Prod	Runtime Systems
TFE-Listener Production Sample	Platform Services
ATLA Woodstar Endpoints (Production)	API Core
ATLA Woodstar Endpoints (Canary)	API Core
ATLA Woodstar Endpoints (Staging)	API Core
Observe::Hummingbird::prod::vex	Runtime Systems
Blender Canary 2	Search
BlackKite	Platform Services
Observability Capacity Planning	Runtime Systems
macaw-relevance (Production)	Relevance
New Dashboard	Runtime Systems
New Dashboard	Runtime Systems
New Dashboard	Runtime Systems
Spiderduck Manhattan Migration	Core Svcs - T.co
Profilebird (Canary)	Platform Services
Profilebird (Prod)	Platform Services
Profilebird (Prod)	Platform Services
Profilebird (Staging)	Platform Services
Profilebird (Canary)	Platform Services
TFE-Router DC Backhaul	Platform Services
TFlock Data Volume	DBA
Flock Data Volume	DBA
TBird Data Volume	DBA
Darkwing Data Volume	DBA
Groups Data Volume	DBA
Observe::Hummingbird::prod::svc	Runtime Systems
Hummingbird2::Collection drilldown	Runtime Systems
New Dashboard	Search
Expert Search Jit	Search
Chickadee Webserver Stats	Runtime Systems
Geoduck Locationservice Canary	Platform Services
Macaw-Typeahead ATLA (Production)	api-frameworks
UserImageService (Prod)	Platform Services
UserImageService (Staging)	Platform Services
UserImageService (Canary)	Platform Services
Hadoop - HBase v2 cluster overview	Core storage & database engineering
misc-cache3 health	Revenue Eng & Product
misc-small-cache health	Runtime Systems
New Dashboard	Manhattan/Cassandra
Image Proxy HTTP	Platform Services
Nighthawk NM Dev	Runtime Systems
System Wide Exception Rates	Runtime Systems
Ads Index Server	Revenue Eng & Product
macaw-discover (Staging)	Discovery
macaw-discover (Canary)	Discovery
Observe::Hummingbird::prod::aurora	Runtime Systems
Manhattan - manhattan.prod.omega	Manhattan/Cassandra
Manhattan - manhattan.prod.omega dataset	Manhattan/Cassandra
Manhattan - manhattan.prod.omega appid	Manhattan/Cassandra
Macaw-Swift ATLA (Viz Test)	Platform Services
Macaw-Swift ATLA (Production)	Platform Services
Macaw-Swift ATLA (Canary)	Platform Services
Macaw-Swift ATLA (Staging)	Platform Services
David	Platform Services
Malware	Anti-Spam
chucktest	DBA
Gizzard High Level	DBA
Tflock efficiency metrics	Data Services
Ads DataService	Revenue Eng & Product
Fanoutservice Canary	Platform Services
Macaw-Typeahead ATLA (Viz Test)	Platform Services
Things that jump™	DBA
Annest	Analytics Infrastructure
Blobstore	Hardware Eng & Demand Svcs
Cuckoo Capacity	Hardware Eng & Demand Svcs
Gizzard CPU	Hardware Eng & Demand Svcs
Mail MTA Capacity	Hardware Eng & Demand Svcs
Malware Capacity	Hardware Eng & Demand Svcs
Quick Start Dashboard for photurkey	Hardware Eng & Demand Svcs
Scarecrow Capacity	Hardware Eng & Demand Svcs
Service Efficiency	Hardware Eng & Demand Svcs
Tflock DB	Hardware Eng & Demand Svcs
Quick Start Dashboard for upload	Hardware Eng & Demand Svcs
Workload (aka Internet Numbo-Tron 3000)	Hardware Eng & Demand Svcs
ads.adshard FSDatasets Usage Metrics (FSManhattan)	Revenue Eng & Product
Rainbird Aggregator (Mesos)	Platform Services
Rainbird Aggregator Canary (Mesos)	Platform Services
Rainbird Query Service (Staging)	Platform Services
Rainbird Aggregator	Platform Services
Manhattan - manhattan.prod.zac dataset	Manhattan/Cassandra
Manhattan - manhattan.prod.zac appid	Manhattan/Cassandra
Macaw-International (Production - ATLA)	Eng - international
Macaw-International (Staging - ATLA)	Eng - international
Macaw-International (Test - ATLA)	Eng - international
Macaw-International (Devel - ATLA)	Eng - international
Kujaku (Production Viz Test - ATLA)	Eng - international
Kujaku (Production - ATLA)	Eng - international
Kujaku (Staging - ATLA)	Eng - international
Kujaku (Test - ATLA)	Eng - international
Kujaku (Devel - ATLA)	Eng - international
storybird	Discovery
sre-sla	SRE
Cassandra - cassandra.prod.fe	Manhattan/Cassandra
Cassandra - cassandra.prod.maverick	Manhattan/Cassandra
Cassandra - cassandra.prod.spare	Manhattan/Cassandra
Cassandra - cassandra.staging.blobstore	Manhattan/Cassandra
Observability::Template TFE Traffic	Runtime Systems
